1 10 0.692669153213501 0.7057940363883972 0.1596362143754959 0.34995466470718384 0.11063341796398163
1 20 0.6930906772613525 0.7002867460250854 0.08556409180164337 0.6644444465637207 0.11638770252466202
1 30 0.6931188106536865 0.6964207887649536 0.059277597814798355 0.7860465049743652 0.1631799191236496
1 40 0.6931271553039551 0.6910732388496399 0.04710990935564041 0.746077835559845 0.4219520092010498
1 50 0.6931763291358948 0.6870343685150146 0.04221360385417938 0.842158854007721 0.2882537543773651
1 60 0.6931929588317871 0.6825899481773376 0.034098993986845016 0.8505154848098755 0.6111111044883728
1 70 0.6932123899459839 0.6783643960952759 0.032259322702884674 0.8792792558670044 0.4533911347389221
1 80 0.6932963728904724 0.675115704536438 0.029789410531520844 0.8730785846710205 0.5428727269172668
1 90 0.6934034824371338 0.6708955764770508 0.027991289272904396 0.7936818599700928 0.7754712104797363
1 100 0.6934398412704468 0.6687983274459839 0.022736523300409317 0.8907563090324402 0.7162162065505981
2 110 0.6935240030288696 0.6659597754478455 0.02442963235080242 0.8598130941390991 0.6717289686203003
2 120 0.6936433911323547 0.6621852517127991 0.02161489427089691 0.8775107264518738 0.8291848301887512
2 130 0.6937596797943115 0.6590613126754761 0.02219100296497345 0.8271126747131348 0.7837837934494019
2 140 0.6938408613204956 0.6566354036331177 0.02149238996207714 0.8941954374313354 0.7311505079269409
2 150 0.6939629912376404 0.6536645889282227 0.02050858363509178 0.9023329615592957 0.7274466156959534
2 160 0.6940868496894836 0.650646984577179 0.018754009157419205 0.8794395327568054 0.7859638929367065
2 170 0.6941529512405396 0.6487709283828735 0.020600557327270508 0.9315589070320129 0.6799259781837463
2 180 0.6943565607070923 0.645976722240448 0.01904810592532158 0.8066280484199524 0.8606247901916504
2 190 0.6944249868392944 0.6439118385314941 0.01925823464989662 0.9116848111152649 0.6872652769088745
2 200 0.6946410536766052 0.6407202482223511 0.018924472853541374 0.8421372175216675 0.8475404977798462
3 210 0.694544792175293 0.6418890357017517 0.019385917112231255 0.9131933450698853 0.7648293972015381
3 220 0.6945575475692749 0.6414442658424377 0.019610688090324402 0.9060851335525513 0.7175487279891968
3 230 0.6946827173233032 0.6392335891723633 0.016711296513676643 0.9397099018096924 0.7260945439338684
3 240 0.6945921778678894 0.6412336230278015 0.018058883026242256 0.8562424778938293 0.8073005080223083
3 250 0.6945167779922485 0.6421420574188232 0.014970247633755207 0.9364368915557861 0.8285148739814758
3 260 0.6945967674255371 0.641594409942627 0.016689898446202278 0.8384565114974976 0.8792867064476013
3 270 0.6943961977958679 0.6448714137077332 0.016850175336003304 0.8673083782196045 0.8401598334312439
3 280 0.6944049596786499 0.6431789994239807 0.019589409232139587 0.9780611991882324 0.528681755065918
3 290 0.6946260929107666 0.6407601237297058 0.013132243417203426 0.8798485994338989 0.8933717608451843
3 300 0.6948502063751221 0.6368658542633057 0.018345387652516365 0.8719156980514526 0.7676348686218262
4 310 0.694904088973999 0.6361641883850098 0.014938117936253548 0.9013806581497192 0.8431734442710876
4 320 0.6949301958084106 0.6350112557411194 0.01642417162656784 0.9384976625442505 0.7096201777458191
4 330 0.6950757503509521 0.6335079073905945 0.015328262001276016 0.8567782044410706 0.8869642019271851
